assemble_time,cell_type,degree,num_cells,num_dofs,num_procs,parloop_time,problem,tsfc_mode
0.49113186200459796,simplex,3,7440,641550,12,0.42914138237635296,elasticity,spectral
0.4468393921852112,simplex,4,1530,317331,12,0.3945605953534444,elasticity,spectral
2.6515177488327026,cube,1,9362012,9523200,12,2.4160823822021484,poisson,spectral
2.4024105270703635,cube,2,546875,4473071,12,2.1291245818138123,poisson,spectral
2.162237743536631,cube,3,73710,2048200,12,1.883725106716156,poisson,spectral
1.831275482972463,cube,4,15210,1010609,12,1.5708820819854736,poisson,spectral
1.6833384037017822,cube,5,4368,570636,12,1.4033625721931458,poisson,spectral
1.551658809185028,cube,6,1444,330625,12,1.2899551391601562,poisson,spectral
1.6235092282295227,cube,7,585,214544,12,1.318180004755656,poisson,spectral
2.46041609843572,cube,1,18746064,19001853,12,2.14939292271932,mass_gll,spectral
1.3511399030685425,cube,2,1095120,8915179,12,1.0534077882766724,mass_gll,spectral
0.9258939822514852,cube,3,147177,4065040,12,0.6655975977579752,mass_gll,spectral
0.6854846874872843,cube,4,30576,2015113,12,0.45893698930740356,mass_gll,spectral
0.5558370351791382,cube,5,8448,1095766,12,0.36563340822855633,mass_gll,spectral
0.6805116534233093,cube,6,2904,654493,12,0.3479603131612142,mass_gll,spectral
0.4775025447209676,cube,7,1152,416179,12,0.2925966779390971,mass_gll,spectral
2.4841750462849936,cube,1,9362012,9523200,12,2.2298202315966287,poisson_gll,spectral
1.1030418674151103,cube,2,546875,4473071,12,0.9127030372619629,poisson_gll,spectral
0.7632023096084595,cube,3,73710,2048200,12,0.612572987874349,poisson_gll,spectral
0.5744398832321167,cube,4,15210,1010609,12,0.4437081615130107,poisson_gll,spectral
0.48990917205810547,cube,5,4368,570636,12,0.35581719875335693,poisson_gll,spectral
0.4413696726163228,cube,6,1444,330625,12,0.2940727472305298,poisson_gll,spectral
0.38806581497192383,cube,7,585,214544,12,0.26737143596013385,poisson_gll,spectral
3.3405891060829163,cube,1,938700,2921850,12,3.2320522467295327,hyperelasticity,spectral
2.7031888167063394,cube,2,54752,1378377,12,2.540295163790385,hyperelasticity,spectral
1.8774966597557068,cube,3,7440,641550,12,1.7479882438977559,hyperelasticity,spectral
1.5216920773188274,cube,4,1530,317331,12,1.3600179354349773,hyperelasticity,spectral
1.5397137800852458,cube,5,429,177408,12,1.3846875826517742,hyperelasticity,spectral
3.837358832359314,cube,1,938700,2921850,12,3.309849202632904,hyperelasticity,spectral
2.856281022230784,cube,2,54752,1378377,12,2.625213881333669,hyperelasticity,spectral
1.8981070915857952,cube,3,7440,641550,12,1.7656536102294922,hyperelasticity,spectral
1.6278781692186992,cube,4,1530,317331,12,1.4010127584139507,hyperelasticity,spectral
1.5122618873914082,cube,5,429,177408,12,1.3807644844055176,hyperelasticity,spectral
1.5113201141357422,cube,6,144,105105,12,1.3760990699132283,hyperelasticity,spectral
1.5849059422810872,cube,7,56,68400,12,1.353207250436147,hyperelasticity,spectral
1.0143921375274658,cube,1,938700,2886257,12,0.9322112401326498,curl_curl,spectral
1.522796869277954,cube,2,54752,1356666,12,1.3956085244814556,curl_curl,spectral
1.2266196012496948,cube,3,7440,628371,12,1.0636356671651204,curl_curl,spectral
1.2415008743604024,cube,4,1530,309312,12,1.014257808526357,curl_curl,spectral
1.212702453136444,cube,5,429,171760,12,0.9754311442375183,curl_curl,spectral
1.294087827205658,cube,6,144,101058,12,1.0245099465052288,curl_curl,spectral
1.3407822251319885,cube,7,56,64694,12,1.0069626967112224,curl_curl,spectral
1.4928615093231201,cube,8,242,134657,12,1.1307813326517742,poisson,spectral
1.5834542910257976,cube,9,126,99712,12,1.134901225566864,poisson,spectral
1.6417117317517598,cube,10,63,71071,12,1.2199331720670064,poisson,spectral
